arxiv_id,url,month,field,tag,bucket,second_reader,quote,tools_named,vendors,confidence
2605.27563,https://arxiv.org/abs/2605.27563,2026-05,math.PR,substantial_proof_contributions,substantial_research,reread_confirmed,"If $\phi$ is $\alpha$-H\""older continuous instead of globally bounded, the same decomposing trick still works, and the subgaussian norm becomes bounded by $O(\sqrt{\lambda_{\max}(\Sigma)} \, \lambda_{\min}(\Sigma)^{\frac{\alpha-1}{2}})$. See the \href{https://gemini.google.com/share/cefbb71da6d2}{conversation history} for Gemini 3.5 Flash's proof.",Google Gemini 3.5 Flash,google,high
2605.27563,https://arxiv.org/abs/2605.27563,2026-05,math.PR,translation,writing,pair_supported,The original Chinese dialogue is archived at \url{https://gemini.google.com/share/daca36d5cfbc}; see \url{https://github.com/The8ravo/conversation-history-with-Gemini/blob/main/conversation_history_with_gemini.pdf} for an AI-generated English translation with a timeline.,Google Gemini 3.5 Flash,google,high
2605.28776,https://arxiv.org/abs/2605.28776,2026-05,math.PR,code_computation,code_computation,pair_supported,Simulations in Figures~\ref{fig:T_ratios}--\ref{fig:clt_del_nonpos} were done using Claude's Opus 4.7 engine.,Claude's Opus 4.7 engine,anthropic,high
2605.30017,https://arxiv.org/abs/2605.30017,2026-05,math.PR,literature_search,lit_review,pair_supported,ChatGPT and Grok were used to help find proof tactics and identify references.,ChatGPT; Grok,openai; other,high
2605.30017,https://arxiv.org/abs/2605.30017,2026-05,math.PR,vague_proof_contributions,research_assistance,reread_confirmed,ChatGPT and Grok were used to help find proof tactics and identify references.,ChatGPT; Grok,openai; other,high
2605.30121,https://arxiv.org/abs/2605.30121,2026-05,math.PR,writing_polish,writing,pair_supported,The authors used a Large Language Models from DeepSeek and OpenAI to improve the clarity and linguistic flow of the manuscript.,DeepSeek; OpenAI,deepseek; openai,high
2605.12871,https://arxiv.org/abs/2605.12871,2026-05,math.QA,writing_polish,writing,pair_supported,"During the preparation of this work, the authors used Gemini 2.0 Flash Thinking (developed by Google) to assist in grammar and orthography correction.",Gemini 2.0 Flash Thinking,google,high
2605.30048,https://arxiv.org/abs/2605.30048,2026-05,math.RA,vague_proof_contributions,research_assistance,reread_confirmed,Much of the work on which this paper was based was done with the assistance of an AI model (Google Gemini).,Google Gemini,google,high
2606.01102,https://arxiv.org/abs/2606.01102,2026-05,math.RA,writing_polish,writing,pair_supported,"During the preparation of this manuscript, the authors used OpenAI ChatGPT (GPT-5.5 Thinking) for language refinement, LaTeX editing assistance, and improvement of the clarity of explanatory passages. The tool was used to improve readability and presentation for a manuscript written in a non-native language.",OpenAI ChatGPT (GPT-5.5 Thinking),openai,high
2605.10053,https://arxiv.org/abs/2605.10053,2026-05,math.RT,literature_search,lit_review,pair_supported,The authors acknowledge the use of Google's Gemini for English language editing and literature search during the preparation of this manuscript.,Google's Gemini,google,high
2605.10053,https://arxiv.org/abs/2605.10053,2026-05,math.RT,writing_polish,writing,pair_supported,The authors acknowledge the use of Google's Gemini for English language editing and literature search during the preparation of this manuscript.,Google's Gemini,google,high
2605.11988,https://arxiv.org/abs/2605.11988,2026-05,math.RT,math_checking,research_assistance,pair_supported,I acknowledge the use of ChatGPT for assistance with editing and checking some arguments during the preparation of this manuscript.,ChatGPT,openai,high
2605.11988,https://arxiv.org/abs/2605.11988,2026-05,math.RT,writing_polish,writing,pair_supported,I acknowledge the use of ChatGPT for assistance with editing and checking some arguments during the preparation of this manuscript.,ChatGPT,openai,high
2605.20131,https://arxiv.org/abs/2605.20131,2026-05,math.RT,code_computation,code_computation,pair_supported,"To process the CHEVIE data, we used Python scripts written with help from Claude Sonnet 4.6.",Claude Sonnet 4.6,anthropic,high
2605.06743,https://arxiv.org/abs/2605.06743,2026-05,math.SP,vague_proof_contributions,research_assistance,reread_confirmed,"For transparency, we also record that the proof was developed with partial assistance from a large language model.",a large language model,unnamed,high
2605.02070,https://arxiv.org/abs/2605.02070,2026-05,math.ST,substantial_proof_contributions,substantial_research,reread_confirmed,"Such a bound is clearly impossible in general, but it becomes possible for certain classes of regular functions, most notably \textit{polynomials}. This crucial insight is gained through interactions with GPT-5.4 using OpenAI Codex.",GPT-5.4; OpenAI Codex,openai,high
2605.02099,https://arxiv.org/abs/2605.02099,2026-05,math.ST,proof_ideas,research_assistance,reread_confirmed,Generative AI tools (Claude Opus 4.6; Microsoft Copilot GPT-5.5) were used in the preparation of this manuscript for generation and exploration of ideas as well as language improvement.,Claude Opus 4.6; Microsoft Copilot GPT-5.5,anthropic; microsoft,high
2605.02099,https://arxiv.org/abs/2605.02099,2026-05,math.ST,writing_polish,writing,pair_supported,Generative AI tools (Claude Opus 4.6; Microsoft Copilot GPT-5.5) were used in the preparation of this manuscript for generation and exploration of ideas as well as language improvement.,Claude Opus 4.6; Microsoft Copilot GPT-5.5,anthropic; microsoft,high
2605.06521,https://arxiv.org/abs/2605.06521,2026-05,math.ST,code_computation,code_computation,pair_supported,"The authors acknowledge the use of LLMs to improve exposition, explore proof ideas, and generate code.",LLMs,unnamed,high
2605.06521,https://arxiv.org/abs/2605.06521,2026-05,math.ST,proof_ideas,research_assistance,reread_confirmed,"The authors acknowledge the use of LLMs to improve exposition, explore proof ideas, and generate code.",LLMs,unnamed,high
2605.06521,https://arxiv.org/abs/2605.06521,2026-05,math.ST,writing_polish,writing,pair_supported,"The authors acknowledge the use of LLMs to improve exposition, explore proof ideas, and generate code.",LLMs,unnamed,high
2605.13522,https://arxiv.org/abs/2605.13522,2026-05,math.ST,writing_polish,writing,pair_supported,"ChatGPT was used for language editing, proofreading, and formulation support during the preparation of the manuscript.",ChatGPT,openai,high
2605.14193,https://arxiv.org/abs/2605.14193,2026-05,math.ST,writing_polish,writing,pair_supported,"We used generative AI tools when preparing the manuscript to polish our sentences and correct potential typos; we remain responsible for all opinions, findings, and conclusions or recommendations expressed in the paper.",generative AI tools,unnamed,high
2605.20541,https://arxiv.org/abs/2605.20541,2026-05,math.ST,draft_text_generated,writing,pair_supported,"The author also acknowledges the use of large-language-model assistants (Anthropic Claude, OpenAI GPT, and Google Gemini) during manuscript preparation for editorial review, notation consistency checks, and prose drafting and revision. All such text was reviewed and edited by the author.",Anthropic Claude; OpenAI GPT; Google Gemini,anthropic; google; openai,medium
2605.20541,https://arxiv.org/abs/2605.20541,2026-05,math.ST,writing_polish,writing,pair_supported,"The author also acknowledges the use of large-language-model assistants (Anthropic Claude, OpenAI GPT, and Google Gemini) during manuscript preparation for editorial review, notation consistency checks, and prose drafting and revision.",Anthropic Claude; OpenAI GPT; Google Gemini,anthropic; google; openai,high
2605.20572,https://arxiv.org/abs/2605.20572,2026-05,math.ST,draft_text_generated,writing,pair_supported,"During preparation of this manuscript, the authors used ChatGPT (GPT 5.5-Pro) to assist with drafting, editing, and checking arguments.",ChatGPT (GPT 5.5-Pro),openai,medium
2605.20572,https://arxiv.org/abs/2605.20572,2026-05,math.ST,math_checking,research_assistance,pair_supported,"During preparation of this manuscript, the authors used ChatGPT (GPT 5.5-Pro) to assist with drafting, editing, and checking arguments.",ChatGPT (GPT 5.5-Pro),openai,high
2605.20572,https://arxiv.org/abs/2605.20572,2026-05,math.ST,writing_polish,writing,pair_supported,"During preparation of this manuscript, the authors used ChatGPT (GPT 5.5-Pro) to assist with drafting, editing, and checking arguments.",ChatGPT (GPT 5.5-Pro),openai,high
2605.21416,https://arxiv.org/abs/2605.21416,2026-05,math.ST,code_computation,code_computation,pair_supported,Claude Code was used to assist in the code implementation and numerical experiments.,Google Gemini; Claude Code,anthropic; google,high
2605.21416,https://arxiv.org/abs/2605.21416,2026-05,math.ST,writing_polish,writing,pair_supported,Google Gemini was used to assist in the writing and editing of this manuscript.,Google Gemini; Claude Code,anthropic; google,high
2605.25687,https://arxiv.org/abs/2605.25687,2026-05,math.ST,literature_search,lit_review,pair_supported,"In literature search and brainstorming we used OpenAI Codex; in particular, it noticed that Theorem~\ref{thm:necessity} follows from the results of \cite{Duchi/Haque:2024}.",OpenAI Codex,openai,high
2605.25687,https://arxiv.org/abs/2605.25687,2026-05,math.ST,proof_ideas,research_assistance,reread_confirmed,"In literature search and brainstorming we used OpenAI Codex; in particular, it noticed that Theorem~\ref{thm:necessity} follows from the results of \cite{Duchi/Haque:2024}.",OpenAI Codex,openai,high
2606.28976,https://arxiv.org/abs/2606.28976,2026-06,math.AC,draft_text_generated,writing,pair_supported,This paper was written by GPT-5.5 in June 2026 with some amount of strategic prompting.,GPT-5.5,openai,high
2606.28976,https://arxiv.org/abs/2606.28976,2026-06,math.AC,main_results_generated,substantial_research,reread_confirmed,This paper was written by GPT-5.5 in June 2026 with some amount of strategic prompting.,GPT-5.5,openai,high
2606.04344,https://arxiv.org/abs/2606.04344,2026-06,math.AG,vague_proof_contributions,research_assistance,reread_confirmed,"The author used ChatGPT and Gemini as writing assistants in preparing parts of the manuscript, including suggestions for exposition and draft arguments.",ChatGPT; Gemini,google; openai,medium
2606.04344,https://arxiv.org/abs/2606.04344,2026-06,math.AG,writing_polish,writing,pair_supported,"The author used ChatGPT and Gemini as writing assistants in preparing parts of the manuscript, including suggestions for exposition and draft arguments.",ChatGPT; Gemini,google; openai,high
2606.05260,https://arxiv.org/abs/2606.05260,2026-06,math.AG,literature_search,lit_review,pair_supported,"The author also thanks the Rethlas system developed at Peking University for assistance in locating relevant references, including the notion of Cartier smoothness in \cite{BL22a} and the alternative proof of \cref{lem:regular} in \cite{popescu2021valuationringsdimensionlimits}.",Rethlas system,other,medium
2606.05881,https://arxiv.org/abs/2606.05881,2026-06,math.AG,proof_ideas,research_assistance,reread_confirmed,The authors would like to acknowledge the assistance of Rethlas and ChatGPT in the exploratory phase of this work. Their suggestions led the authors to consider examples that ultimately motivated the results presented here. All proofs and mathematical verifications were carried out independently by the authors.,Rethlas; ChatGPT,openai; other,high
2606.08120,https://arxiv.org/abs/2606.08120,2026-06,math.AG,figures_media,,pair_supported,"I acknowledge the use of ChatGPT for language editing, grammar fixing, LaTeX formatting, and generating the Young diagrams and arrows.",ChatGPT,openai,high
2606.08120,https://arxiv.org/abs/2606.08120,2026-06,math.AG,writing_polish,writing,pair_supported,"I acknowledge the use of ChatGPT for language editing, grammar fixing, LaTeX formatting, and generating the Young diagrams and arrows.",ChatGPT,openai,high
2606.09897,https://arxiv.org/abs/2606.09897,2026-06,math.AG,writing_polish,writing,pair_supported,We used LLMs to improve the writing.,LLMs,unnamed,high
2606.10181,https://arxiv.org/abs/2606.10181,2026-06,math.AG,math_checking,research_assistance,pair_supported,"GPT-5.5 was used to detect several errors in earlier versions of the manuscript, as well as to help simplify the proof of Proposition~\ref{prop:lifting_F_automorphisms}.",GPT-5.5,openai,high
2606.10181,https://arxiv.org/abs/2606.10181,2026-06,math.AG,vague_proof_contributions,research_assistance,reread_confirmed,"GPT-5.5 was used to detect several errors in earlier versions of the manuscript, as well as to help simplify the proof of Proposition~\ref{prop:lifting_F_automorphisms}.",GPT-5.5,openai,high
2606.11979,https://arxiv.org/abs/2606.11979,2026-06,math.AG,code_computation,code_computation,pair_supported,"An AI assistant (Claude, Anthropic, April~2026) was used under the author's direction as a technical tool for the following mechanical tasks: implementing Python scripts from the author's specifications (\texttt{encode.py}, \texttt{multistep.py}, \texttt{statistics.py}) to carry out numerical verification of the author's algebraic claims, producing figures following the author's designs, \LaTeX{} typesetting, and copy-editing of prose drafted by the author.","Claude, Anthropic, April~2026",anthropic,high
2606.11979,https://arxiv.org/abs/2606.11979,2026-06,math.AG,figures_media,,pair_supported,"An AI assistant (Claude, Anthropic, April~2026) was used under the author's direction as a technical tool for the following mechanical tasks: implementing Python scripts from the author's specifications (\texttt{encode.py}, \texttt{multistep.py}, \texttt{statistics.py}) to carry out numerical verification of the author's algebraic claims, producing figures following the author's designs, \LaTeX{} typesetting, and copy-editing of prose drafted by the author.","Claude, Anthropic, April~2026",anthropic,high
2606.11979,https://arxiv.org/abs/2606.11979,2026-06,math.AG,math_checking,research_assistance,pair_supported,"An AI assistant (Claude, Anthropic, April~2026) was used under the author's direction as a technical tool for the following mechanical tasks: implementing Python scripts from the author's specifications (\texttt{encode.py}, \texttt{multistep.py}, \texttt{statistics.py}) to carry out numerical verification of the author's algebraic claims, producing figures following the author's designs, \LaTeX{} typesetting, and copy-editing of prose drafted by the author.","Claude, Anthropic, April~2026",anthropic,high
2606.11979,https://arxiv.org/abs/2606.11979,2026-06,math.AG,writing_polish,writing,pair_supported,"An AI assistant (Claude, Anthropic, April~2026) was used under the author's direction as a technical tool for the following mechanical tasks: implementing Python scripts from the author's specifications (\texttt{encode.py}, \texttt{multistep.py}, \texttt{statistics.py}) to carry out numerical verification of the author's algebraic claims, producing figures following the author's designs, \LaTeX{} typesetting, and copy-editing of prose drafted by the author.","Claude, Anthropic, April~2026",anthropic,high
2606.13466,https://arxiv.org/abs/2606.13466,2026-06,math.AG,code_computation,code_computation,pair_supported,The Macaulay2 code of the functions was initially generated with the assistance of ChatGPT and was subsequently revised by the author.,ChatGPT,openai,high
2606.13875,https://arxiv.org/abs/2606.13875,2026-06,math.AG,code_computation,code_computation,pair_supported,"During the preparation of this manuscript, the author used ChatGPT (OpenAI) to assist with language editing, restructuring of explanatory passages, LaTeX drafting, and drafting or debugging auxiliary Sage/Python code.",ChatGPT (OpenAI),openai,high
2606.13875,https://arxiv.org/abs/2606.13875,2026-06,math.AG,writing_polish,writing,pair_supported,"During the preparation of this manuscript, the author used ChatGPT (OpenAI) to assist with language editing, restructuring of explanatory passages, LaTeX drafting, and drafting or debugging auxiliary Sage/Python code.",ChatGPT (OpenAI),openai,high
2606.17884,https://arxiv.org/abs/2606.17884,2026-06,math.AG,code_computation,code_computation,pair_supported,The authors would also like to acknowledge the help of ChatGPT and Gemini in computations and literature research.,ChatGPT; Gemini,google; openai,high
2606.17884,https://arxiv.org/abs/2606.17884,2026-06,math.AG,literature_search,lit_review,pair_supported,The authors would also like to acknowledge the help of ChatGPT and Gemini in computations and literature research.,ChatGPT; Gemini,google; openai,high
2606.20421,https://arxiv.org/abs/2606.20421,2026-06,math.AG,code_computation,code_computation,pair_supported,"Symbolic computations, carried out with the assistance of \texttt{Codex} in the preparation and optimization of the computational code, suggest that \[ p=\left(\frac{3}{10},\frac{2}{7}\right) \] is the only special point with this property.",Codex,openai,high
2606.21449,https://arxiv.org/abs/2606.21449,2026-06,math.AG,code_computation,code_computation,pair_supported,"The generative AI models ChatGPT and Claude were used to implement some small code functions, research the literature, assist with the writing, proof-reading and for finding a realization to a particular combinatorial curve (§\ref{subsec:cubic}).",ChatGPT; Claude,anthropic; openai,high
2606.21449,https://arxiv.org/abs/2606.21449,2026-06,math.AG,literature_search,lit_review,pair_supported,"The generative AI models ChatGPT and Claude were used to implement some small code functions, research the literature, assist with the writing, proof-reading and for finding a realization to a particular combinatorial curve (§\ref{subsec:cubic}).",ChatGPT; Claude,anthropic; openai,high
2606.21449,https://arxiv.org/abs/2606.21449,2026-06,math.AG,proof_ideas,research_assistance,reread_confirmed,"The generative AI models ChatGPT and Claude were used to implement some small code functions, research the literature, assist with the writing, proof-reading and for finding a realization to a particular combinatorial curve (§\ref{subsec:cubic}).",ChatGPT; Claude,anthropic; openai,high
2606.21449,https://arxiv.org/abs/2606.21449,2026-06,math.AG,vague_proof_contributions,research_assistance,reread_confirmed,ChatGPT was also helpful for coming up with the proofs of some of the topological lemmas.,ChatGPT; Claude,anthropic; openai,medium
2606.21449,https://arxiv.org/abs/2606.21449,2026-06,math.AG,writing_polish,writing,pair_supported,"The generative AI models ChatGPT and Claude were used to implement some small code functions, research the literature, assist with the writing, proof-reading and for finding a realization to a particular combinatorial curve (§\ref{subsec:cubic}).",ChatGPT; Claude,anthropic; openai,high
2606.23513,https://arxiv.org/abs/2606.23513,2026-06,math.AG,formalization_assist,formalized,reread_confirmed,"The authors used the CSSC framework, available at \url{https://github.com/anetigone/cssc}, together with GPT-based assistance, to develop Lean 4 formalizations of selected proof components in this paper.",GPT-based large language models; Rethlas; CSSC framework; GPT-based assistance; Lean 4,openai; other,high
2606.23513,https://arxiv.org/abs/2606.23513,2026-06,math.AG,math_checking,research_assistance,pair_supported,"The author used GPT-based large language models to generate and compare possible proof strategies, suggest auxiliary lemmas, identify potential gaps, and assist with preliminary wording.",GPT-based large language models; Rethlas; CSSC framework; GPT-based assistance; Lean 4,openai; other,high
2606.23513,https://arxiv.org/abs/2606.23513,2026-06,math.AG,math_checking,research_assistance,pair_supported,"The author also used the AI agents Rethlas (available at \url{https://github.com/frenzymath/Rethlas}) as auxiliary proof-checking tools to inspect parts of the argument for possible logical gaps, missing assumptions, notation inconsistencies, and unclear inferential steps.",GPT-based large language models; Rethlas; CSSC framework; GPT-based assistance; Lean 4,openai; other,high
2606.23513,https://arxiv.org/abs/2606.23513,2026-06,math.AG,proof_ideas,research_assistance,reread_confirmed,"The author used GPT-based large language models to generate and compare possible proof strategies, suggest auxiliary lemmas, identify potential gaps, and assist with preliminary wording.",GPT-based large language models; Rethlas; CSSC framework; GPT-based assistance; Lean 4,openai; other,high
2606.23513,https://arxiv.org/abs/2606.23513,2026-06,math.AG,writing_polish,writing,pair_supported,"The author used GPT-based large language models to generate and compare possible proof strategies, suggest auxiliary lemmas, identify potential gaps, and assist with preliminary wording.",GPT-based large language models; Rethlas; CSSC framework; GPT-based assistance; Lean 4,openai; other,high
2606.24373,https://arxiv.org/abs/2606.24373,2026-06,math.AG,figures_media,,pair_supported,"Figure \ref{fig:interval-construction} was generated with the assistance of Claude 3.5 Sonnet (free version, with `Thinking' disabled).","Claude 3.5 Sonnet (free version, with `Thinking' disabled)",anthropic,high
2606.26944,https://arxiv.org/abs/2606.26944,2026-06,math.AG,proof_ideas,research_assistance,reread_confirmed,"As the amount of computations for $N\geq 6$ increases exponentially, the LLM learned the content of \cite{ho2019} well, and in particular, it found out that the $32$-dimensional parameter space \cite[ (9) ]{ho2019} contains the $10$-dimensional parameter space in \eqref{04062026kevin}.",an LLM,unnamed,medium
2606.27851,https://arxiv.org/abs/2606.27851,2026-06,math.AG,substantial_proof_contributions,substantial_research,reread_confirmed,"In subsequent discussions with the tool, the use of the Hodge decomposition was considered, leading the authors to a more uniform argument independent of $r$ and to the proof of Proposition~\ref{prop14}.","ChatGPT Pro
(GPT-5.5 Pro)",openai,medium
2606.29891,https://arxiv.org/abs/2606.29891,2026-06,math.AG,draft_text_generated,writing,pair_supported,"Whereas the present paper was generated by AI, the paper \cite{LZ26} was written entirely by human.",Rethlas system; Danus system,other,high
2606.29891,https://arxiv.org/abs/2606.29891,2026-06,math.AG,main_results_generated,substantial_research,reread_confirmed,"The main result of this paper was obtained by the Danus system, a specialized agent built on Rethlas and substantially more capable for fundamental mathematical research based on the Rethlas system.",Rethlas system; Danus system,other,high
2606.29891,https://arxiv.org/abs/2606.29891,2026-06,math.AG,math_checking,,pair_supported,"The main equivalence and its auxiliary lemmas, including the singular first-jet estimate of Lemma~\ref{lem:jet-estimate}, the contracting-flow argument of Lemma~\ref{lem:contracting-flow}, and the fixed-coordinate counterexample of Proposition~\ref{prop:fixed-coordinate-failure}, were checked by the verifiers inside the system.",Rethlas system; Danus system,other,high
2606.31894,https://arxiv.org/abs/2606.31894,2026-06,math.AG,proof_ideas,research_assistance,reread_confirmed,"ChatGPT was used for exploratory discussion, to aid in the construction of test functions, and for accelerating parts of the drafting process.",ChatGPT,openai,high
2606.31894,https://arxiv.org/abs/2606.31894,2026-06,math.AG,vague_proof_contributions,research_assistance,reread_confirmed,"ChatGPT was used for exploratory discussion, to aid in the construction of test functions, and for accelerating parts of the drafting process.",ChatGPT,openai,high
2606.02426,https://arxiv.org/abs/2606.02426,2026-06,math.AP,math_checking,research_assistance,pair_supported,"The authors used generative AI tools to assist in discussing proof strategies, checking proofs, and improving exposition.",generative AI tools,unnamed,high
2606.02426,https://arxiv.org/abs/2606.02426,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,"The authors used generative AI tools to assist in discussing proof strategies, checking proofs, and improving exposition.",generative AI tools,unnamed,high
2606.02426,https://arxiv.org/abs/2606.02426,2026-06,math.AP,writing_polish,writing,pair_supported,"The authors used generative AI tools to assist in discussing proof strategies, checking proofs, and improving exposition.",generative AI tools,unnamed,high
2606.04230,https://arxiv.org/abs/2606.04230,2026-06,math.AP,writing_polish,writing,pair_supported,The readability of the text was further improved with the help of the Perplexity AI.,Perplexity AI,other,high
2606.06264,https://arxiv.org/abs/2606.06264,2026-06,math.AP,math_checking,research_assistance,pair_supported,"The tool was used to improve the exposition, identify possible errors, and support the exploration and development of some of the mathematical arguments.",OpenAI's ChatGPT 5.5,openai,high
2606.06264,https://arxiv.org/abs/2606.06264,2026-06,math.AP,proof_ideas,research_assistance,reread_confirmed,"The tool was used to improve the exposition, identify possible errors, and support the exploration and development of some of the mathematical arguments.",OpenAI's ChatGPT 5.5,openai,medium
2606.06264,https://arxiv.org/abs/2606.06264,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,"The tool was used to improve the exposition, identify possible errors, and support the exploration and development of some of the mathematical arguments.",OpenAI's ChatGPT 5.5,openai,high
2606.06264,https://arxiv.org/abs/2606.06264,2026-06,math.AP,writing_polish,writing,pair_supported,"The tool was used to improve the exposition, identify possible errors, and support the exploration and development of some of the mathematical arguments.",OpenAI's ChatGPT 5.5,openai,high
2606.07236,https://arxiv.org/abs/2606.07236,2026-06,math.AP,writing_polish,writing,pair_supported,"During the preparation of this work the authors used OpenAI's ChatGPT to assist with manuscript editing, organization, and language refinement.",OpenAI's ChatGPT,openai,high
2606.07468,https://arxiv.org/abs/2606.07468,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,ChatGPT was used to produce initial versions of estimates in the proofs of Theorems 1.6 and Lemma 5.1. The final versions have been written by the authors and no AI-generated text appears in the article.,ChatGPT,openai,high
2606.07501,https://arxiv.org/abs/2606.07501,2026-06,math.AP,code_computation,code_computation,pair_supported,"Finally, the authors acknowledge the use of AI assistants to help draft portions of the Python codes used for the numerical simulations.",AI assistants,unnamed,high
2606.08648,https://arxiv.org/abs/2606.08648,2026-06,math.AP,math_checking,research_assistance,pair_supported,"The authors used OpenAI models to assist with initial conceptualization, symbolic checking and manuscript editing; all mathematical validation, final proof decisions, and final wording remain the sole responsibility of the human authors.",OpenAI models,openai,high
2606.08648,https://arxiv.org/abs/2606.08648,2026-06,math.AP,proof_ideas,research_assistance,reread_confirmed,"The authors used OpenAI models to assist with initial conceptualization, symbolic checking and manuscript editing; all mathematical validation, final proof decisions, and final wording remain the sole responsibility of the human authors.",OpenAI models,openai,medium
2606.08648,https://arxiv.org/abs/2606.08648,2026-06,math.AP,writing_polish,writing,pair_supported,"The authors used OpenAI models to assist with initial conceptualization, symbolic checking and manuscript editing; all mathematical validation, final proof decisions, and final wording remain the sole responsibility of the human authors.",OpenAI models,openai,high
2606.10687,https://arxiv.org/abs/2606.10687,2026-06,math.AP,literature_search,lit_review,pair_supported,"Various versions of the OpenAI services ChatGPT and Codex were used for mathematical and grammatical proofreading, literature search, and exploratory discussion.",ChatGPT; Codex,openai,high
2606.10687,https://arxiv.org/abs/2606.10687,2026-06,math.AP,math_checking,research_assistance,pair_supported,"Various versions of the OpenAI services ChatGPT and Codex were used for mathematical and grammatical proofreading, literature search, and exploratory discussion.",ChatGPT; Codex,openai,high
2606.10687,https://arxiv.org/abs/2606.10687,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,"Various versions of the OpenAI services ChatGPT and Codex were used for mathematical and grammatical proofreading, literature search, and exploratory discussion.",ChatGPT; Codex,openai,medium
2606.10687,https://arxiv.org/abs/2606.10687,2026-06,math.AP,writing_polish,writing,pair_supported,"Various versions of the OpenAI services ChatGPT and Codex were used for mathematical and grammatical proofreading, literature search, and exploratory discussion.",ChatGPT; Codex,openai,high
2606.11055,https://arxiv.org/abs/2606.11055,2026-06,math.AP,code_computation,code_computation,pair_supported,"Some figures were generated with Claude Opus 4.7, while others contain snapshots extracted from a simulation generated using again Claude Opus 4.7.",Claude Opus 4.7; ChatGPT 5.5 Plus,anthropic; openai,high
2606.11055,https://arxiv.org/abs/2606.11055,2026-06,math.AP,figures_media,,pair_supported,"Some figures were generated with Claude Opus 4.7, while others contain snapshots extracted from a simulation generated using again Claude Opus 4.7.",Claude Opus 4.7; ChatGPT 5.5 Plus,anthropic; openai,high
2606.11055,https://arxiv.org/abs/2606.11055,2026-06,math.AP,writing_polish,writing,pair_supported,ChatGPT 5.5 Plus was also used as an auxiliary tool for language proofreading before finalization.,Claude Opus 4.7; ChatGPT 5.5 Plus,anthropic; openai,high
2606.12101,https://arxiv.org/abs/2606.12101,2026-06,math.AP,code_computation,code_computation,pair_supported,"The author acknowledges the use of ChatGPT, developed by OpenAI, for assistance with some preliminary calculations and for checking the consistency of intermediate estimates.",ChatGPT,openai,high
2606.12101,https://arxiv.org/abs/2606.12101,2026-06,math.AP,math_checking,research_assistance,pair_supported,"The author acknowledges the use of ChatGPT, developed by OpenAI, for assistance with some preliminary calculations and for checking the consistency of intermediate estimates.",ChatGPT,openai,high
2606.13448,https://arxiv.org/abs/2606.13448,2026-06,math.AP,code_computation,code_computation,pair_supported,The authors used AI tools only for auxiliary symbolic manipulation and exploratory checking of formal series expansions.,AI tools,unnamed,high
2606.13448,https://arxiv.org/abs/2606.13448,2026-06,math.AP,math_checking,research_assistance,pair_supported,The authors used AI tools only for auxiliary symbolic manipulation and exploratory checking of formal series expansions.,AI tools,unnamed,high
2606.13542,https://arxiv.org/abs/2606.13542,2026-06,math.AP,writing_polish,writing,pair_supported,"During the preparation of this work the authors used M365 Copilot (based on the GPT-5 reasoning model) to correct orthographic, grammatical, or typographical inaccuracies.",M365 Copilot (based on the GPT-5 reasoning model),microsoft,high
2606.15644,https://arxiv.org/abs/2606.15644,2026-06,math.AP,code_computation,code_computation,pair_supported,"(AI generated, unverified, but if need be easily checkable trig integrals) computations",chatgpt,openai,high
2606.15713,https://arxiv.org/abs/2606.15713,2026-06,math.AP,code_computation,code_computation,pair_supported,The authors used chatgpt to assist with conceptualization and computations.,chatgpt,openai,high
2606.15713,https://arxiv.org/abs/2606.15713,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,The authors used chatgpt to assist with conceptualization and computations.,chatgpt,openai,medium
2606.16544,https://arxiv.org/abs/2606.16544,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,"During the preparation of this manuscript, the authors used OpenAI models as auxiliary tools for exploratory discussions, preliminary proof drafting and language editing.",OpenAI models,openai,high
2606.16544,https://arxiv.org/abs/2606.16544,2026-06,math.AP,vague_proof_contributions,research_assistance,reread_confirmed,"During the preparation of this manuscript, the authors used OpenAI models as auxiliary tools for exploratory discussions, preliminary proof drafting and language editing.",OpenAI models,openai,high
2606.16544,https://arxiv.org/abs/2606.16544,2026-06,math.AP,writing_polish,writing,pair_supported,"During the preparation of this manuscript, the authors used OpenAI models as auxiliary tools for exploratory discussions, preliminary proof drafting and language editing.",OpenAI models,openai,high
2606.18152,https://arxiv.org/abs/2606.18152,2026-06,math.AP,code_computation,code_computation,pair_supported,The authors acknowledge the use of \textsc{GPT~5.5 Pro} to assist in \emph{drafting and refining the \textsc{Python} and~\textsc{SageMath} codes} used in the computer-assisted verifications from Appendices~\ref{app:rational-cover-bernstein-q} and~\ref{app:CA}; these codes were verified by the authors.,GPT~5.5 Pro,openai,high
2606.20484,https://arxiv.org/abs/2606.20484,2026-06,math.AP,proof_ideas,research_assistance,reread_confirmed,The authors acknowledge the use of AI tools during the exploratory stage of this project.,AI tools,unnamed,high
2606.21208,https://arxiv.org/abs/2606.21208,2026-06,math.AP,code_computation,code_computation,pair_supported,The Python code was translated from the Matlab code with the aid of ChatGPT.,ChatGPT,openai,high
