arxiv_id,url,month,field,tool,vendor,quote
2603.22226,https://arxiv.org/abs/2603.22226,2026-03,math.CO,Gemini 3 Pro by Google,google,"We used the model Gemini 3 Pro by Google as a tool for informal discussion of ideas and generation of experimental evidence, and SageMath \cite{sagemath} for various computations."
2603.24708,https://arxiv.org/abs/2603.24708,2026-03,math.CO,Large language models,unnamed,Large language models assisted with writing and coding; all mathematical content was verified by the author.
2603.24708,https://arxiv.org/abs/2603.24708,2026-03,math.CO,Lean~4,,The construction has been formalized in Lean~4.
2603.24880,https://arxiv.org/abs/2603.24880,2026-03,math.CO,DeepThink,google,"Gemini wanted us to write ``The authors gratefully acknowledge the use of advanced large language reasoning models (including Google Gemini and DeepThink) which assisted in the static analysis, semantic auditing, and logical cross-checking of the formal pseudocodes and $\Cpp$ implementation. All mathematical proofs, algorithmic designs, and final conclusions remain the sole intellectual creation and responsibility of the authors.''"
2603.24880,https://arxiv.org/abs/2603.24880,2026-03,math.CO,Google Gemini,google,"Gemini wanted us to write ``The authors gratefully acknowledge the use of advanced large language reasoning models (including Google Gemini and DeepThink) which assisted in the static analysis, semantic auditing, and logical cross-checking of the formal pseudocodes and $\Cpp$ implementation. All mathematical proofs, algorithmic designs, and final conclusions remain the sole intellectual creation and responsibility of the authors.''"
2603.24949,https://arxiv.org/abs/2603.24949,2026-03,math.CO,OpenAI’s ChatGPT,openai,The author used OpenAI’s ChatGPT for editorial assistance and for exploring examples and formulations during the development of this work.
2603.27110,https://arxiv.org/abs/2603.27110,2026-03,math.CO,Gemini,google,"Before submitting the paper, we used Gemini to essentially act as a referee."
2603.27783,https://arxiv.org/abs/2603.27783,2026-03,math.CO,ChatGPT-3.5,openai,During the preparation of this work the authors used ChatGPT-3.5 in order to improve the grammar of several paragraphs of the text.
2603.28636,https://arxiv.org/abs/2603.28636,2026-03,math.CO,Aristotle,other,"We used Aristotle, the automated theorem proving tool from Harmonic, in order to obtain formal proofs of all results in this paper."
2603.28636,https://arxiv.org/abs/2603.28636,2026-03,math.CO,ChatGPT (model: GPT-5.4 Pro),openai,"An initial proof draft was produced by ChatGPT (model: GPT-5.4 Pro),\footnote{GPT is a large language model developed by OpenAI; for background on the GPT-5 family, see \cite{OpenAIGPT5}.} which correctly identified the main proof strategy but left a gap in one of the detailed arguments."
2603.28636,https://arxiv.org/abs/2603.28636,2026-03,math.CO,Lean version: \texttt{leanprover/lean4:v4.28.0},,"As for the accompanying Lean file~\cite{LeanFile650}, the file header records the following metadata: \begin{itemize} \item Lean version: \texttt{leanprover/lean4:v4.28.0}; \item Mathlib version: \texttt{8f9d9cff6bd728b17a24e163c9402775d9e6a365}; \item The formalization was obtained by Aristotle from Harmonic. \end{itemize}"
2603.29280,https://arxiv.org/abs/2603.29280,2026-03,math.CO,GPT 5.4-Pro,openai,GPT 5.4-Pro was used during the ideation phase.
2603.29961,https://arxiv.org/abs/2603.29961,2026-03,math.CO,GPT 5.4 Pro,openai,"Additionally, after obtaining these proofs, the authors were motivated to see whether GPT 5.4 Pro could recreate them; the upper bound in the first result can be obtained \href{https://chatgpt.com/share/69c9d0d0-13ac-832b-a995-16d9f6674954}{here}, and the third result can be obtained \href{https://chatgpt.com/share/69c9d16c-0e24-832f-8cce-4fe4f6b7bb2b}{here}."
2603.29961,https://arxiv.org/abs/2603.29961,2026-03,math.CO,an internal model at OpenAI,openai,The proofs in this manuscript are due entirely to an internal model at OpenAI.
2603.12301,https://arxiv.org/abs/2603.12301,2026-03,math.CT,"Claude (Sonnet 4.5, Opus 4.5, Opus 4.6)",anthropic,"I used large language models---Claude (Sonnet 4.5, Opus 4.5, Opus 4.6), Gemini (Pro 2.5, 3), and GPT-5---as technical assistants: for \LaTeX{} formatting, literature identification, routine verification of standard derivations, and editorial cleanup."
2603.12301,https://arxiv.org/abs/2603.12301,2026-03,math.CT,GPT-5,openai,"I used large language models---Claude (Sonnet 4.5, Opus 4.5, Opus 4.6), Gemini (Pro 2.5, 3), and GPT-5---as technical assistants: for \LaTeX{} formatting, literature identification, routine verification of standard derivations, and editorial cleanup."
2603.12301,https://arxiv.org/abs/2603.12301,2026-03,math.CT,"Gemini (Pro 2.5, 3)",google,"I used large language models---Claude (Sonnet 4.5, Opus 4.5, Opus 4.6), Gemini (Pro 2.5, 3), and GPT-5---as technical assistants: for \LaTeX{} formatting, literature identification, routine verification of standard derivations, and editorial cleanup."
2603.12302,https://arxiv.org/abs/2603.12302,2026-03,math.CT,Claude Opus 4.6,anthropic,"Claude Opus 4.6 (Anthropic) was used for exploration, implementation, and editorial assistance."
2603.27210,https://arxiv.org/abs/2603.27210,2026-03,math.CV,generative AI language tools,,Portions of the writing and editing of this manuscript were assisted by generative AI language tools.
2603.02797,https://arxiv.org/abs/2603.02797,2026-03,math.DS,ChatGPT 5,openai,ChatGPT 5 was employed to numerically solve the following minimization problem
2603.11066,https://arxiv.org/abs/2603.11066,2026-03,math.DS,Anthropic's Claude~4.6,anthropic,"This paper was produced through an extended collaboration between a human researcher (the author) and large language models (LLMs), specifically Anthropic's Claude~4.6 and OpenAI's GPT~5.4 Thinking."
2603.11066,https://arxiv.org/abs/2603.11066,2026-03,math.DS,OpenAI's GPT~5.4 Thinking,openai,"This paper was produced through an extended collaboration between a human researcher (the author) and large language models (LLMs), specifically Anthropic's Claude~4.6 and OpenAI's GPT~5.4 Thinking."
2603.15073,https://arxiv.org/abs/2603.15073,2026-03,math.DS,Google's Gemini,google,The author acknowledges the use of Google's Gemini during the preparation of this manuscript.
2603.21603,https://arxiv.org/abs/2603.21603,2026-03,math.DS,Claude AI (Anthropic),anthropic,The authors acknowledge the use of Claude AI (Anthropic) for proofreading and language polishing.
2603.23928,https://arxiv.org/abs/2603.23928,2026-03,math.DS,AxiomProver,other,The main engine in this paper (i.e.~Theorem~\ref{thm:engine}) was autoformalized by AxiomProver in Lean (using mathlib).
2603.23928,https://arxiv.org/abs/2603.23928,2026-03,math.DS,Lean 4.26.0,,The formal proofs provided in this work were developed and verified using Lean \textbf{4.26.0}.
2603.25753,https://arxiv.org/abs/2603.25753,2026-03,math.DS,Human--LLM collaborative research platform,,"This paper was developed using the Human--LLM collaborative research platform described in the MACI framework \cite{PathAGIV1Chang2025, PathAGIV2Chang2025}."
2603.22616,https://arxiv.org/abs/2603.22616,2026-03,math.FA,OpenAI's ChatGPT 5.2,openai,"Some of the above material was created with the assistance of OpenAI's ChatGPT 5.2, including some ancillary lemmas and propositions."
2603.23643,https://arxiv.org/abs/2603.23643,2026-03,math.FA,Pro tier of ChatGPT,openai,"DGM was supported by NSF DMS 2220304, and thanks OpenAI for generously providing complimentary access to the Pro tier of ChatGPT, which suggested using Rodrigues formula in the proof of Theorem~\ref{thm.integral of max filters for pmI invariant polynomials}."
2603.06692,https://arxiv.org/abs/2603.06692,2026-03,math.GM,AlphaEvolve,google,"The AlphaEvolve user interface relies on gemini-2.5-pro and gemini-3-pro models to generate summaries of the problem setup, describe candidate strategies, suggest and write the evolve blocks and evaluation harnesses and also write AI summaries of the experiments."
2603.06692,https://arxiv.org/abs/2603.06692,2026-03,math.GM,gemini-2.5-pro,google,"The AlphaEvolve user interface relies on gemini-2.5-pro and gemini-3-pro models to generate summaries of the problem setup, describe candidate strategies, suggest and write the evolve blocks and evaluation harnesses and also write AI summaries of the experiments."
2603.06692,https://arxiv.org/abs/2603.06692,2026-03,math.GM,gemini-3-pro,google,"The AlphaEvolve user interface relies on gemini-2.5-pro and gemini-3-pro models to generate summaries of the problem setup, describe candidate strategies, suggest and write the evolve blocks and evaluation harnesses and also write AI summaries of the experiments."
2603.06702,https://arxiv.org/abs/2603.06702,2026-03,math.GM,ChatGPT,openai,"During the preparation of this work, the author used large language models (LLMs), primarily ChatGPT, for assistance with organizational tasks, including code structuring, \LaTeX{} editing, and improving the clarity of mathematical exposition."
2603.18696,https://arxiv.org/abs/2603.18696,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.21221,https://arxiv.org/abs/2603.21221,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.22546,https://arxiv.org/abs/2603.22546,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.23228,https://arxiv.org/abs/2603.23228,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.24141,https://arxiv.org/abs/2603.24141,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.24824,https://arxiv.org/abs/2603.24824,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.25488,https://arxiv.org/abs/2603.25488,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.25917,https://arxiv.org/abs/2603.25917,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.26656,https://arxiv.org/abs/2603.26656,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.27248,https://arxiv.org/abs/2603.27248,2026-03,math.GM,ChatGPT,openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.28171,https://arxiv.org/abs/2603.28171,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.29988,https://arxiv.org/abs/2603.29988,2026-03,math.GM,ChatGPT (OpenAI),openai,"The author acknowledges the use of ChatGPT (OpenAI) for discussion, structural planning, and editorial assistance during the preparation of this manuscript."
2603.03228,https://arxiv.org/abs/2603.03228,2026-03,math.GN,Claude (Anthropic),anthropic,"During the preparation of this work I used Claude (Anthropic) to assist with structuring the manuscript in \LaTeX, editing prose, and verifying bibliographic claims against the existing literature."
2603.08452,https://arxiv.org/abs/2603.08452,2026-03,math.GR,GPT-5.2,openai,"We used GPT-5.2 in order to improve on the existing implementation of the L3-U3-quotient algorithm in Magma and set up scripts for the necessary computer search, which was crucial for finding the infinite representations described in this paper."
2603.22049,https://arxiv.org/abs/2603.22049,2026-03,math.GR,GPT-5.4,openai,GPT-5.4 was used to assist in drafting parts of this manuscript.
2603.27479,https://arxiv.org/abs/2603.27479,2026-03,math.GR,ChatGPT,openai,"The author thanks AI models Super Grok, ChatGPT, and Gemini for very helpful discussions that contributed substantially to this work."
2603.27479,https://arxiv.org/abs/2603.27479,2026-03,math.GR,Gemini,google,"The author thanks AI models Super Grok, ChatGPT, and Gemini for very helpful discussions that contributed substantially to this work."
2603.27479,https://arxiv.org/abs/2603.27479,2026-03,math.GR,Super Grok,other,"The author thanks AI models Super Grok, ChatGPT, and Gemini for very helpful discussions that contributed substantially to this work."
2604.00255,https://arxiv.org/abs/2604.00255,2026-03,math.GR,"Claude Opus 4 (Anthropic, claude-opus-4-6)",anthropic,"Computational exploration was conducted with Claude Opus 4 (Anthropic, claude-opus-4-6) as tool and writing co-operator under author direction."
2603.02416,https://arxiv.org/abs/2603.02416,2026-03,math.GT,ChatGPT,openai,Some of the feedback from ChatGPT was incorporated into the following version.
2603.07955,https://arxiv.org/abs/2603.07955,2026-03,math.GT,stable-baselines3,,We train using PPO as implemented in \texttt{stable-baselines3}.
2603.07955,https://arxiv.org/abs/2603.07955,2026-03,math.GT,unknotter,,In this section we use the unknotter as a search heuristic for a different task: we aim to find \emph{diagrams} of a fixed knot $K$ that become unknotted after a small number of crossing changes.
2603.10884,https://arxiv.org/abs/2603.10884,2026-03,math.GT,ChatGPT,openai,QR acknowledges the use of ChatGPT and Gemini for providing some figures and partial arguments when preparing this manuscript.
2603.10884,https://arxiv.org/abs/2603.10884,2026-03,math.GT,Gemini,google,QR acknowledges the use of ChatGPT and Gemini for providing some figures and partial arguments when preparing this manuscript.
2603.18808,https://arxiv.org/abs/2603.18808,2026-03,math.GT,ChatGPT,openai,"The author used ChatGPT as a computational aid in calculations (in particular, for finding the decomposition from Lemma \ref{lemma:dpsi}), which have then been revised and verified by the author."
2603.08756,https://arxiv.org/abs/2603.08756,2026-03,math.HO,WolframAlpha,,We show the tables using \texttt{WolframAlpha}.
2603.02600,https://arxiv.org/abs/2603.02600,2026-03,math.LO,ChatGPT Pro (OpenAI),openai,"Several structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems (Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI)), which were used at different stages of the conceptual development and technical verification of this work."
2603.02600,https://arxiv.org/abs/2603.02600,2026-03,math.LO,Gemini Deep Think (Google DeepMind),google,"Several structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems (Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI)), which were used at different stages of the conceptual development and technical verification of this work."
2603.06068,https://arxiv.org/abs/2603.06068,2026-03,math.LO,ChatGPT,openai,I worked with ChatGPT on the proof Lemma~\ref{goldensmurf}.
2603.07508,https://arxiv.org/abs/2603.07508,2026-03,math.LO,chatGPT,openai,"In the first occasion chatGPT was asked to prove or disprove the lemma, and in separate instances some special cases of it."
2603.14264,https://arxiv.org/abs/2603.14264,2026-03,math.LO,ChatGPT Pro (OpenAI),openai,Several of the main structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems: Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI).
2603.14264,https://arxiv.org/abs/2603.14264,2026-03,math.LO,Gemini Deep Think (Google DeepMind),google,Several of the main structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems: Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI).
2603.18955,https://arxiv.org/abs/2603.18955,2026-03,math.LO,UniBwM-ChatGPT5.2,openai,During the preparation of this work the author used UniBwM-ChatGPT5.2 in order to improve the language in the abstract and introduction.
2603.19973,https://arxiv.org/abs/2603.19973,2026-03,math.LO,"ChatGPT (OpenAI, GPT-5.4 Thinking)",openai,"I acknowledge the use of Gemini (Google, Gemini 3.1 Pro) and ChatGPT (OpenAI, GPT-5.4 Thinking) during the preparation of this paper, for polishing and improving the exposition, and for exploring and simplifying possible proof ideas."
2603.19973,https://arxiv.org/abs/2603.19973,2026-03,math.LO,"Gemini (Google, Gemini 3.1 Pro)",google,"I acknowledge the use of Gemini (Google, Gemini 3.1 Pro) and ChatGPT (OpenAI, GPT-5.4 Thinking) during the preparation of this paper, for polishing and improving the exposition, and for exploring and simplifying possible proof ideas."
2603.27901,https://arxiv.org/abs/2603.27901,2026-03,math.LO,ChatGPT Pro (OpenAI),openai,"Several structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems (Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI)), which were used at different stages of the conceptual development and technical verification of this work."
2603.27901,https://arxiv.org/abs/2603.27901,2026-03,math.LO,Gemini Deep Think (Google DeepMind),google,"Several structural ideas and technical arguments emerged from exploratory interaction with AI-based reasoning systems (Gemini Deep Think (Google DeepMind) and ChatGPT Pro (OpenAI)), which were used at different stages of the conceptual development and technical verification of this work."
2603.10425,https://arxiv.org/abs/2603.10425,2026-03,math.MG,GPT-5.4 Pro,openai,GPT-5.4 Pro was used in the discovery of the construction and in revising the exposition.
2603.26645,https://arxiv.org/abs/2603.26645,2026-03,math.MG,Claude Opus 4.5,anthropic,"The arguments for Propositions \ref{prop:peel2Points} and \ref{prop:peelOfPeel} were drawn from an otherwise unproductive session with Claude Opus 4.5 (actually, the last in a series of sessions) that had the original goal of proving a stronger hereditary property of peels than Proposition \ref{prop:peelOfPeel} or Lemma \ref{lem:inclusionBound}."
2603.26645,https://arxiv.org/abs/2603.26645,2026-03,math.MG,Claude Opus 4.5-4.6,anthropic,"Claude Opus 4.5-4.6 helped with idea elaboration, manuscript review, finding references and some initial proofs (see footnotes for session links)."
2603.26645,https://arxiv.org/abs/2603.26645,2026-03,math.MG,Claude Opus 4.6,anthropic,Claude Opus 4.6 produced the initial version of the theorem and proof below.
2603.01886,https://arxiv.org/abs/2603.01886,2026-03,math.NA,Le Chat from Minstral AI,other,"During the preparation of this work the author(s) used Le Chat from Minstral AI to improve writing style, improve formatting of equations and debug software."
2603.03936,https://arxiv.org/abs/2603.03936,2026-03,math.NA,Microsoft Copilot,microsoft,"During the preparation of this work, the authors utilized Microsoft Copilot solely to assist with spelling and grammatical corrections."
2603.04711,https://arxiv.org/abs/2603.04711,2026-03,math.NA,Gemini (Google),google,"During the preparation of this work, the author(s) used Gemini (Google) in order to assist with writing, correct English language usage, and improve text clarity and organization."
2603.05325,https://arxiv.org/abs/2603.05325,2026-03,math.NA,Anthropic Claude,anthropic,During the preparation of this work the authors used Anthropic Claude for improving language and readability and GitHub Copilot to propose wordings.
2603.05325,https://arxiv.org/abs/2603.05325,2026-03,math.NA,GitHub Copilot,microsoft,During the preparation of this work the authors used Anthropic Claude for improving language and readability and GitHub Copilot to propose wordings.
2603.10730,https://arxiv.org/abs/2603.10730,2026-03,math.NA,GitHub Copilot,microsoft,"\emph{GitHub Copilot} was used to generate unit tests, write code documentation, and optimize the source code for the traceability measures."
2603.10730,https://arxiv.org/abs/2603.10730,2026-03,math.NA,M365 Copilot,microsoft,The authors used \emph{M365 Copilot} to improve clarity and phrasing of the manuscript.
2603.10741,https://arxiv.org/abs/2603.10741,2026-03,math.NA,ChatGPT,openai,"During the preparation of this work, the authors used ChatGPT in order to improve language and readability."
2603.13579,https://arxiv.org/abs/2603.13579,2026-03,math.NA,Claude (Anthropic),anthropic,"During the preparation of this work the authors used Claude (Anthropic) in order to assist with mathematical discussions, numerical implementation, and drafting of the manuscript."
2603.15112,https://arxiv.org/abs/2603.15112,2026-03,math.NA,5.4,,"During the preparation of this work, the authors used ChatGPT 5.2, 5.4, and Grammarly to improve readability."
2603.15112,https://arxiv.org/abs/2603.15112,2026-03,math.NA,ChatGPT 5.2,openai,"During the preparation of this work, the authors used ChatGPT 5.2, 5.4, and Grammarly to improve readability."
2603.15112,https://arxiv.org/abs/2603.15112,2026-03,math.NA,Grammarly,,"During the preparation of this work, the authors used ChatGPT 5.2, 5.4, and Grammarly to improve readability."
2603.19647,https://arxiv.org/abs/2603.19647,2026-03,math.NA,AI,unnamed,"During the preparation of this work, the authors used AI to check for grammar errors and improve readability."
2603.19959,https://arxiv.org/abs/2603.19959,2026-03,math.NA,Claude (Anthropic),anthropic,"Claude (Anthropic) was used in the development of this work, including code development and manuscript preparation."
2603.20089,https://arxiv.org/abs/2603.20089,2026-03,math.NA,Claude Code,anthropic,"This manuscript was edited with help of AI assistance, and the computational code was created using Claude Code."
2603.23074,https://arxiv.org/abs/2603.23074,2026-03,math.NA,Microsoft Copilot (based on GPT technology),microsoft,"During the preparation of this work, the author(s) used Microsoft Copilot (based on GPT technology) to check English grammar, improve clarity, and assist in rephrasing some sentences for better readability."
2603.23143,https://arxiv.org/abs/2603.23143,2026-03,math.NA,Gemini,google,"During the preparation of this work the author(s) used Gemini in order to improve the language, flow, and technical clarity of the manuscript."
2603.24542,https://arxiv.org/abs/2603.24542,2026-03,math.NA,Apple Intelligence,,"During the preparation of this work the generative AI tools ChatGPT, Claude, and Apple Intelligence were used by the first author to correct grammar and spelling and to improve style of writing."
2603.24542,https://arxiv.org/abs/2603.24542,2026-03,math.NA,ChatGPT,openai,"During the preparation of this work the generative AI tools ChatGPT, Claude, and Apple Intelligence were used by the first author to correct grammar and spelling and to improve style of writing."
2603.24542,https://arxiv.org/abs/2603.24542,2026-03,math.NA,Claude,anthropic,"During the preparation of this work the generative AI tools ChatGPT, Claude, and Apple Intelligence were used by the first author to correct grammar and spelling and to improve style of writing."
2603.25596,https://arxiv.org/abs/2603.25596,2026-03,math.NA,Claude Code,anthropic,"Furthermore, we used Claude Code as a coding assistant for the numerical experiments."
2603.25596,https://arxiv.org/abs/2603.25596,2026-03,math.NA,Grammarly,,We have used Grammarly for editing and polishing written text.
2603.25691,https://arxiv.org/abs/2603.25691,2026-03,math.NA,AI systems,unnamed,The unaligned pcg approach is based on solutions produced by AI systems as part of the ``First Proof'' challenge \cite{FP} and led us to prior work by Pahikkala \cite{Pa14} and Airola and Pahikkala \cite{AiPa17} on efficient matrix-vector products with Kronecker products and selection matrices.
2603.25832,https://arxiv.org/abs/2603.25832,2026-03,math.NA,Gemini DeepThink,google,The proofs of Theorems~\ref{thm:equilibrium} and~\ref{thm:equilibrium_vpl} were obtained with the assistance of Gemini DeepThink.
2603.25832,https://arxiv.org/abs/2603.25832,2026-03,math.NA,Lean~4,,The formal verification of Theorem \ref{thm:equilibrium} in the Lean~4 proof assistant is carried out in \citep{ilin2026formalization}.
2603.29055,https://arxiv.org/abs/2603.29055,2026-03,math.NA,ChatGPT,openai,The authors used AI tools (Claude and ChatGPT) to help with code development and suggestions for some of the English exposition.
2603.29055,https://arxiv.org/abs/2603.29055,2026-03,math.NA,Claude,anthropic,The authors used AI tools (Claude and ChatGPT) to help with code development and suggestions for some of the English exposition.
2603.03472,https://arxiv.org/abs/2603.03472,2026-03,math.NT,ChatGPT 5.2 Pro,openai,We acknowledge the assistance of Claude Sonnet 4.5 with the graphics in this paper and ChatGPT 5.2 Pro with proofreading.
2603.03472,https://arxiv.org/abs/2603.03472,2026-03,math.NT,Claude 4.5,anthropic,"This was previously shown not to be the case by the author, using a multiagent system built on Claude 4.5 and Gemini 3 Pro, with a construction based on \cite{EN88}."
2603.03472,https://arxiv.org/abs/2603.03472,2026-03,math.NT,Claude Sonnet 4.5,anthropic,We acknowledge the assistance of Claude Sonnet 4.5 with the graphics in this paper and ChatGPT 5.2 Pro with proofreading.
2603.03472,https://arxiv.org/abs/2603.03472,2026-03,math.NT,Gemini 3 Pro,google,"This was previously shown not to be the case by the author, using a multiagent system built on Claude 4.5 and Gemini 3 Pro, with a construction based on \cite{EN88}."
2603.09680,https://arxiv.org/abs/2603.09680,2026-03,math.NT,PCA,,The result of two-dimensional PCA is depicted in Figure~\ref{fig-ecPCA}.
2603.09680,https://arxiv.org/abs/2603.09680,2026-03,math.NT,logistic regression model,,"To further probe this relationship, in \cite{He:2020tkg} we constructed a logistic regression model."
2603.09939,https://arxiv.org/abs/2603.09939,2026-03,math.NT,An AI assistant,unnamed,"An AI assistant was used only during the brainstorming phase related to Theorem~\ref{thm:upper-final}, and to draft the Python code used to generate Figure~\ref{fig:bn-ratios}."
2603.14795,https://arxiv.org/abs/2603.14795,2026-03,math.NT,ChatGPT-5.2 thinking,openai,The use of DFT in the present approach was suggested during exploratory interactions with ChatGPT-5.2 thinking.
2603.15556,https://arxiv.org/abs/2603.15556,2026-03,math.NT,claude.ai,anthropic,\section{More from claude.ai} ``It helps to understand diversity in contrast to equity and inclusion. Diversity is about who is in the room — the composition of a group. Equity is about whether the conditions are fair for everyone in that room. Inclusion is about whether everyone in that room actually feels they belong and can contribute.''
2603.15556,https://arxiv.org/abs/2603.15556,2026-03,math.NT,duck.ai,,Q\& A to duck.ai: What Aesop”s fable is closest to DEI?
2603.17681,https://arxiv.org/abs/2603.17681,2026-03,math.NT,one-dimensional convolutional neural network (1D~CNN),,"For each of the four intervals $[A,B]$ listed in Table~\ref{tab:counts_XECQ}, we split $\texttt{XECQ[A,B]}$ into training and test sets using an $80{:}20$ ratio and train a one-dimensional convolutional neural network (1D~CNN) to predict the rank."
2603.18243,https://arxiv.org/abs/2603.18243,2026-03,math.NT,Claude (Anthropic),anthropic,"During the preparation of this work the author used Claude (Anthropic) in order to assist with prose refinement, LaTeX formatting, computer codes, and computational verification of cross-references."
2603.23336,https://arxiv.org/abs/2603.23336,2026-03,math.NT,Claude (Anthropic),anthropic,Portions of this work were developed in collaboration with Claude (Anthropic).
2603.24330,https://arxiv.org/abs/2603.24330,2026-03,math.NT,Aristotle,other,"The AI-assisted workflow described in \S\ref{sec:ai} used Claude Code (Anthropic), Aristotle \cite{Aristotle2025} (Harmonic), and Codex (OpenAI)."
2603.24330,https://arxiv.org/abs/2603.24330,2026-03,math.NT,Claude Code (Anthropic),anthropic,"The AI-assisted workflow described in \S\ref{sec:ai} used Claude Code (Anthropic), Aristotle \cite{Aristotle2025} (Harmonic), and Codex (OpenAI)."
2603.24330,https://arxiv.org/abs/2603.24330,2026-03,math.NT,Codex (OpenAI),openai,"The AI-assisted workflow described in \S\ref{sec:ai} used Claude Code (Anthropic), Aristotle \cite{Aristotle2025} (Harmonic), and Codex (OpenAI)."
2603.24330,https://arxiv.org/abs/2603.24330,2026-03,math.NT,Lean~4,,"The complete proof was formalized in Lean~4 with Mathlib, using a combination of Aristotle \cite{Aristotle2025} (Harmonic), Claude Code, and OpenAI Codex."
2603.27990,https://arxiv.org/abs/2603.27990,2026-03,math.NT,ChatGPT,openai,This proof was initially provided by ChatGPT and then rewritten by the author.
2603.27990,https://arxiv.org/abs/2603.27990,2026-03,math.NT,ChatGPT Pro,openai,"Gemini was used to generate the figures in the text, Github Copilot was used for text autocomplete, Claude Code was used for typesetting, and ChatGPT Pro was used for proofreading and for supplying the proof of \Cref{squarecount}."
2603.27990,https://arxiv.org/abs/2603.27990,2026-03,math.NT,Claude Code,anthropic,"Gemini was used to generate the figures in the text, Github Copilot was used for text autocomplete, Claude Code was used for typesetting, and ChatGPT Pro was used for proofreading and for supplying the proof of \Cref{squarecount}."
2603.27990,https://arxiv.org/abs/2603.27990,2026-03,math.NT,Gemini,google,"Gemini was used to generate the figures in the text, Github Copilot was used for text autocomplete, Claude Code was used for typesetting, and ChatGPT Pro was used for proofreading and for supplying the proof of \Cref{squarecount}."
2603.27990,https://arxiv.org/abs/2603.27990,2026-03,math.NT,Github Copilot,microsoft,"Gemini was used to generate the figures in the text, Github Copilot was used for text autocomplete, Claude Code was used for typesetting, and ChatGPT Pro was used for proofreading and for supplying the proof of \Cref{squarecount}."
2603.29970,https://arxiv.org/abs/2603.29970,2026-03,math.NT,AxiomProver,other,"To be precise, AxiomProver autonomously proved and formalized Theorem~\ref{thm:main} assuming Proposition 5.4 of \cite{Xiong2025}."
2603.29970,https://arxiv.org/abs/2603.29970,2026-03,math.NT,Lean 4.26.0,,The formal proofs provided in this work were developed and verified using Lean \textbf{4.26.0}.
2603.29992,https://arxiv.org/abs/2603.29992,2026-03,math.NT,Aristotle,other,"We used Aristotle\footnote{Aristotle is an AI system for automated theorem proving developed by Harmonic; see \cite{AristotlePaper}. For the project page and additional public information, see \cite{AristotleProject}.} to obtain formal proofs of the four principal mathematical statements in this paper."
2603.29992,https://arxiv.org/abs/2603.29992,2026-03,math.NT,Lean~4,,"Throughout, the symbol \doublecheck{} indicates that the proof of the corresponding statement has been formalized in Lean~4."
2603.04520,https://arxiv.org/abs/2603.04520,2026-03,math.OA,DeepSeek models,deepseek,"AI tools, including OpenAI's ChatGPT and DeepSeek models, were employed solely to assist in verifying ideas, organizing references, and ensuring internal consistency of exposition~\cite{chatgpt2025,deepseek2025}."
2603.04520,https://arxiv.org/abs/2603.04520,2026-03,math.OA,OpenAI's ChatGPT,openai,"AI tools, including OpenAI's ChatGPT and DeepSeek models, were employed solely to assist in verifying ideas, organizing references, and ensuring internal consistency of exposition~\cite{chatgpt2025,deepseek2025}."
